"Momentum (0.85 - 0.95, 0.02)","Variance (0.991 - 0.999, 0.002)","Learning Rate (0.0001 - 0.0009, 0.0002)",Seed,Lowest cost,Highest Accuracy
0.85,0.991,0.0001,1855789820,0.3645533989776264,0.9209
